"id","c_avg_deg_cons","c_avg_dom_cons","c_avg_domdeg_cons","c_cv_deg_cons","c_cv_dom_cons","c_cv_domdeg_cons","c_domain","c_ent_deg_cons","c_ent_dom_cons","c_ent_domdeg_cons","c_logprod_deg_cons","c_logprod_dom_cons","c_max_deg_cons","c_max_dom_cons","c_max_domdeg_cons","c_min_deg_cons","c_min_dom_cons","c_min_domdeg_cons","c_num_cons","c_ratio_cons","c_sum_ari_cons","c_sum_dom_cons","c_sum_domdeg_cons","d_array_cons","d_bool_cons","d_bool_vars","d_int_cons","d_int_vars","d_ratio_array_cons","d_ratio_bool_cons","d_ratio_bool_vars","d_ratio_int_cons","d_ratio_int_vars","d_ratio_set_cons","d_ratio_set_vars","d_set_cons","d_set_vars","gc_all_diff","gc_bool_lin","gc_count","gc_cumulative","gc_disjoint","gc_global_cons","gc_inverse","gc_ratio_globs","gc_regular","gc_table","o_de","o_de_di","o_deg","o_deg_avg","o_deg_cons","o_deg_std","o_di","o_di_de","o_dom","o_dom_avg","o_dom_deg","v_avg_deg_vars","v_avg_dom_vars","v_avg_domdeg_vars","v_cv_deg_vars","v_cv_dom_vars","v_cv_domdeg_vars","v_def_vars","v_ent_deg_vars","v_ent_dom_vars","v_ent_domdeg_vars","v_intro_vars","v_logprod_deg_vars","v_logprod_dom_vars","v_max_deg_vars","v_max_dom_vars","v_max_domdeg_vars","v_min_deg_vars","v_min_dom_vars","v_min_domdeg_vars","v_num_aliases","v_num_consts","v_num_vars","v_ratio_bounded","v_ratio_vars","v_sum_deg_vars","v_sum_dom_vars","v_sum_domdeg_vars","gr_avg_clust_cg","gr_avg_deg_cg","gr_avg_deg_vg","gr_avg_diam_vg","gr_cv_clust_cg","gr_cv_deg_cg","gr_cv_deg_vg","gr_cv_diam_vg","gr_ent_clust_cg","gr_ent_deg_cg","gr_ent_deg_vg","gr_ent_diam_vg","gr_max_clust_cg","gr_max_deg_cg","gr_max_deg_vg","gr_max_diam_vg","gr_min_clust_cg","gr_min_deg_cg","gr_min_deg_vg","gr_min_diam_vg","dy_props","dy_nodes","dy_fails","dy_depth","dy_peak","dy_ratio_props","dy_ratio_nodes","dy_fzn_time","dy_static_time","dy_tot_time","g12fd","g12fd_success","Class"
"bibd/bibd.mzn_AND_bibd/19_03_01.dzn",2.972906,2.972906,1,1.478878,1.478878,0,0,1.059597,1.059597,0,41535.435296,41535.435296,57,57,1,1,1,1,30044,0.975265,63433,89318,30044,15795,3172,19976,247,10830,0.525729,0.105578,0.648445,0.008221,0.351555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1083,0,0,0,2.89937,2,0.944964,1.50157,0,0.196256,27633,0.599808,0,0.219621,27633,36014.652099,30806,26,2,1,2,2,0.076923,0,0,30806,0,1.025363,89318,61612,29110.551912,-1,-1,24.505226,199.392878,-1,-1,1.089189,0.609612,-1,-1,2.106472,4.943992,-1,-1,75,648,-1,-1,2,9,217257,1863,800,286,91478,7.26709,0.429415,13.25,237.94,253.64,23.94,TRUE,"ortools"
"bibd/bibd.mzn_AND_bibd/25_05_01.dzn",2.956153,2.956153,1,1.084954,1.084954,0,0,1.097392,1.097392,0,35353.791852,35353.791852,30,30,1,1,1,1,25475,0.986753,53446,75308,25475,13176,2194,16067,355,9750,0.517213,0.086124,0.622342,0.013935,0.377658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,750,0,0,0,2.916993,2,0.954118,1.705745,0,0.180347,23622,0.520654,0,0.189608,23622,29650.041179,25817,32,2,1,2,2,0.0625,0,0,25817,0,1.013425,75308,51634,24632.455601,-1,-1,15.800751,109.03304,-1,-1,1.017974,0.666857,-1,-1,2.016182,4.348673,-1,-1,60,453,-1,-1,2,9,685946,3134,1476,236,79702,27.0387,0.470964,7.48,153.01,162.87,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/11.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1968459,48452,24218,46,1734,22889.1,0.499835,0,0.04,2.09,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/14.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1270342,17616,8801,37,1285,14771.4,0.499603,0,0.03,2.08,1800,FALSE,"izplus"
"black-hole/black-hole.mzn_AND_black-hole/15.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1878983,61807,30889,46,838,21848.6,0.499765,0.01,0.04,2.09,1800,FALSE,"izplus"
"black-hole/black-hole.mzn_AND_black-hole/16.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,2087155,82542,41258,44,902,24269.2,0.499843,0.01,0.04,2.09,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/18.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1839087,40535,20257,45,1606,21893.9,0.499741,0.01,0.05,2.09,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/19.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1332107,19416,9700,39,1285,15858.4,0.499588,0,0.04,2.09,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/2.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1465151,22773,11378,40,1477,17036.6,0.499627,0.01,0.03,2.09,1800,FALSE,"izplus"
"black-hole/black-hole.mzn_AND_black-hole/20.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1998587,61039,30507,47,1606,23239.4,0.499795,0.01,0.03,2.08,1800,FALSE,"izplus"
"black-hole/black-hole.mzn_AND_black-hole/4.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1073867,12680,6334,28,1220,12486.8,0.499527,0.01,0.04,2.08,1800,FALSE,"fzn2smt"
"black-hole/black-hole.mzn_AND_black-hole/9.dzn",3.16092,18.018631,5.70044,3.440227,3.440227,0,1,0.180895,0.180895,0,91.70044,310.163809,104,592.845731,5.70044,1,5.70044,5.70044,87,0.836538,176,1567.620922,495.938255,0,0,0,35,104,0,0,0,0.402299,1,0,0,0,0,0,0,0,0,0,52,1,0.597701,0,51,0,0,1,0,1,1,1,1,0,0,0,2.644231,52,20.583333,0.188496,0,0.249013,0,-82.095219,0,0.993975,0,142.77745,592.845731,3,52,52,0,52,17.333333,0,883,104,8.490385,1.195402,275,5408,2140.666667,0.797149,3.54023,103,1,0.230557,2.515482,0,0,0.090544,1.060069,0,0,1,86,103,1,0,2,103,1,1562348,35057,17516,43,1477,18166.8,0.499643,0,0.04,2.08,1800,FALSE,"fzn2smt"
"cars/cars.mzn_AND_cars/cars_10_93.dzn",4.130952,15.275418,3.620034,3.018936,3.818291,0.539284,500,1.192558,2.171381,1.68016,2021.559249,4335.293423,100,464.385619,5.78136,2,2,1,1512,1.374545,4536,23096.431807,5473.492071,500,0,0,987,1100,0.330688,0,0,0.652778,1,0,0,0,0,0,0,25,0,0,25,0,0.016534,0,0,0,0,1,0,0,0,0,0,0,0,0,5.678182,58.181818,27.795394,1.378434,0.991603,1.074113,500,0.993295,1.348588,1.483294,500,2045.615897,4423.817238,30,121,60.5,0,2,0.333333,0,160,1100,0.145455,0.727513,6246,64000,30574.933333,0.620545,22.854497,13.132727,30.91,0.393976,2.886031,2.196466,1.031474,0.975119,2.644131,2.141918,4.708219,0,524,104,105,0,2,2,4,2824043,7511,3664,195,8464,1867.75,0.487818,0.14,0.56,2.76,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_16_81.dzn",4.194316,15.726796,3.650338,3.029837,3.825785,0.541041,500,1.195662,2.173839,1.682943,2028.203105,4357.047583,100,470.043972,5.83886,2,2,1,1513,1.375455,4539,23794.64305,5522.961324,500,0,0,987,1100,0.330469,0,0,0.652346,1,0,0,0,0,0,0,26,0,0,26,0,0.017184,0,0,0,0,1,0,0,0,0,0,0,0,0,5.769091,60.545455,28.932246,1.40571,0.9929,1.074917,500,0.945342,1.348588,1.483294,500,2050.346469,4458.683934,31,126,63,0,2,0.333333,0,166,1100,0.150909,0.727032,6346,66600,31825.470968,0.62097,23.533377,13.132727,30.91,0.395431,2.861731,2.196466,1.031474,0.97533,2.646276,2.141918,4.708219,0,525,104,105,0,2,2,4,2415877,9741,4776,201,9104,1596.75,0.490299,0.15,0.59,2.8,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_19_71.dzn",4.003974,14.375092,3.555722,2.992277,3.79579,0.535406,500,1.186221,2.16634,1.674469,2008.271537,4289.845708,100,452.356196,5.658989,2,2,1,1510,1.372727,4530,21706.389343,5369.140347,500,0,0,987,1100,0.331126,0,0,0.653642,1,0,0,0,0,0,0,23,0,0,23,0,0.015232,0,0,0,0,1,0,0,0,0,0,0,0,0,5.496364,53.454545,25.521584,1.321382,0.988664,1.072298,500,1.088303,1.348588,1.483294,500,2035.66233,4349.564129,28,111,55.5,0,2,0.333333,0,148,1100,0.134545,0.728477,6046,58800,28073.742857,0.619557,21.498013,13.132727,30.91,0.390781,2.935751,2.196466,1.031474,0.974693,2.639717,2.141918,4.708219,0,522,104,105,0,2,2,4,2396479,9523,4669,204,8208,1587.07,0.490287,0.15,0.53,2.72,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_21_90.dzn",4.003974,14.375092,3.555722,2.992277,3.79579,0.535406,500,1.186221,2.16634,1.674469,2008.271537,4289.845708,100,452.356196,5.658989,2,2,1,1510,1.372727,4530,21706.389343,5369.140347,500,0,0,987,1100,0.331126,0,0,0.653642,1,0,0,0,0,0,0,23,0,0,23,0,0.015232,0,0,0,0,1,0,0,0,0,0,0,0,0,5.496364,53.454545,25.521584,1.321382,0.988664,1.072298,500,1.088303,1.348588,1.483294,500,2035.66233,4349.564129,28,111,55.5,0,2,0.333333,0,148,1100,0.134545,0.728477,6046,58800,28073.742857,0.619557,21.498013,13.132727,30.91,0.390781,2.935751,2.196466,1.031474,0.974693,2.639717,2.141918,4.708219,0,522,104,105,0,2,2,4,4080935,10874,5345,202,8656,2702.61,0.491539,0.14,0.52,2.72,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_36_92.dzn",3.940358,13.926034,3.521488,2.976191,3.780149,0.533258,500,1.182986,2.163755,1.584369,2001.627681,4266.01707,100,445.943162,5.593676,2,2,1,1509,1.371818,4527,21014.385825,5313.925628,500,0,0,987,1100,0.331345,0,0,0.654076,1,0,0,0,0,0,0,22,0,0,22,0,0.014579,0,0,0,0,1,0,0,0,0,0,0,0,0,5.405455,51.090909,24.38462,1.291538,0.986991,1.071269,500,1.135335,1.348588,1.483294,500,2030.415588,4309.903389,27,106,53,0,2,0.333333,0,142,1100,0.129091,0.72896,5946,56200,26823.081481,0.618978,20.820411,13.132727,30.91,0.389039,2.961084,2.196466,1.031474,0.974478,2.637445,2.141918,4.708219,0,521,104,105,0,2,2,4,2506121,8748,4295,189,7759,1660.78,0.490969,0.14,0.5,2.7,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_41_66.dzn",3.749004,12.582218,3.408758,2.91446,3.710839,0.525764,500,1.172988,2.155711,1.584469,1981.696112,4189.055374,100,424.792751,5.377861,2,2,1,1506,1.369091,4518,18948.820672,5133.589821,500,0,0,987,1100,0.332005,0,0,0.655378,1,0,0,0,0,0,0,19,0,0,19,0,0.012616,0,0,0,0,1,0,0,0,0,0,0,0,0,5.132727,44,20.973424,1.196318,0.980894,1.06754,500,1.274375,1.348588,1.483294,500,2013.423088,4178.690071,24,91,45.5,0,2,0.333333,0,124,1100,0.112727,0.730412,5646,48400,23070.766667,0.616834,18.790173,13.132727,30.91,0.383008,3.038099,2.196466,1.031474,0.973826,2.630345,2.141918,4.708219,0,518,104,105,0,2,2,4,2860907,12709,6260,209,8272,1899.67,0.492564,0.15,0.44,2.66,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_4_72.dzn",3.940358,13.926034,3.521488,2.976191,3.780149,0.533258,500,1.182986,2.163755,1.584369,2001.627681,4266.01707,100,445.943162,5.593676,2,2,1,1509,1.371818,4527,21014.385825,5313.925628,500,0,0,987,1100,0.331345,0,0,0.654076,1,0,0,0,0,0,0,22,0,0,22,0,0.014579,0,0,0,0,1,0,0,0,0,0,0,0,0,5.405455,51.090909,24.38462,1.291538,0.986991,1.071269,500,1.135335,1.348588,1.483294,500,2030.415588,4309.903389,27,106,53,0,2,0.333333,0,142,1100,0.129091,0.72896,5946,56200,26823.081481,0.618978,20.820411,13.132727,30.91,0.389039,2.961084,2.196466,1.031474,0.974478,2.637445,2.141918,4.708219,0,521,104,105,0,2,2,4,2529440,8031,3925,202,8400,1676.24,0.488731,0.14,0.5,2.7,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_60_01.dzn",4.100299,14.896959,3.569413,4.289724,5.432461,0.542769,1000,1.154526,2.138728,1.63932,3920.293512,8463.564332,200,916.9925,5.721472,2,2,1,3011,1.368636,9033,44854.744494,10747.501346,1000,0,0,1987,2200,0.332116,0,0,0.659914,1,0,0,0,0,0,0,24,0,0,24,0,0.007971,0,0,0,0,1,0,0,0,0,0,0,0,0,5.611818,55.818182,26.65475,1.343577,0.990196,1.073523,1000,1.542803,1.348588,1.489286,1000,4102.011787,8774.973495,29,116,58,0,2,0.333333,0,154,2200,0.07,0.730654,12346,122800,58640.450575,0.625881,22.154766,22.248182,55.938636,0.379113,4.079004,2.585898,1.157392,0.972973,2.549238,2.098658,5.252927,0,1023,204,205,0,2,2,4,2417373,8253,3887,494,30439,802.847,0.47098,0.29,2.08,4.46,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_60_02.dzn",3.643808,11.721217,3.308944,4.074869,5.191924,0.523981,1000,1.14043,2.126925,1.584854,3866.786519,8159.363108,200,817.492568,5.213656,2,2,1,3004,1.365455,9012,35210.536507,9940.068292,1000,0,0,1987,2200,0.332889,0,0,0.661451,1,0,0,0,0,0,0,17,0,0,17,0,0.005659,0,0,0,0,1,0,0,0,0,0,0,0,0,4.975455,39.272727,18.695218,1.121445,0.975606,1.064728,1000,1.704921,1.348588,1.489286,1000,4022.301912,8157.342571,22,81,40.5,0,2,0.333333,0,112,2200,0.050909,0.732357,10946,86400,41129.478788,0.619849,17.45273,22.248182,55.938636,0.365781,4.33905,2.585898,1.157392,0.972183,2.538392,2.098658,5.252927,0,1016,204,205,0,2,2,4,3027590,9093,4407,299,22167,1007.85,0.484659,0.29,1.59,3.96,1800,FALSE,"minisatid"
"cars/cars.mzn_AND_cars/cars_60_03.dzn",4.100299,14.896959,3.569413,4.289724,5.432461,0.542769,1000,1.154526,2.138728,1.63932,3920.293512,8463.564332,200,916.9925,5.721472,2,2,1,3011,1.368636,9033,44854.744494,10747.501346,1000,0,0,1987,2200,0.332116,0,0,0.659914,1,0,0,0,0,0,0,24,0,0,24,0,0.007971,0,0,0,0,1,0,0,0,0,0,0,0,0,5.611818,55.818182,26.65475,1.343577,0.990196,1.073523,1000,1.542803,1.348588,1.489286,1000,4102.011787,8774.973495,29,116,58,0,2,0.333333,0,154,2200,0.07,0.730654,12346,122800,58640.450575,0.625881,22.154766,22.248182,55.938636,0.379113,4.079004,2.585898,1.157392,0.972973,2.549238,2.098658,5.252927,0,1023,204,205,0,2,2,4,2446283,8613,4161,306,23895,812.449,0.483107,0.29,2.09,4.46,1800,FALSE,"g12lazyfd"
