Chi-squared,F ANOVA,PCA,Variance,Original
0.19916956335405533,0.21694024001844855,0.18656419115643716,0.16767123622070146,0.21531698470869592
0.21402214578350945,0.15482350017777827,0.18120206405299988,0.1656260780959979,0.11417765241294653
0.16118716547860934,0.2043030239220079,0.21606294811842935,0.2058711449720808,0.22108131767222675
0.19343076449694094,0.19226309823569185,0.21971432978785915,0.17835669566618767,0.21691508098259432
0.4243581823495001,0.3998498875901622,0.3522445234868256,0.3999924840157375,0.4021361455834888
0.4138287041065006,0.2585438232470555,0.12625,0.2567744799975753,0.125
0.2383589811676112,0.3942632409048229,0.37407448836498,0.4148217605800221,0.4165581801575879
0.3926241079649177,0.390567016160131,0.3848269024642443,0.3754202346968029,0.3861267782177814
0.4193948412698413,0.3757440476190476,0.3905257936507937,0.3950148809523809,0.3713244047619048
0.3826140873015873,0.3334573412698413,0.2519345238095238,0.37470238095238095,0.25
0.3503621031746032,0.3637648809523809,0.3340327380952381,0.3918898809523809,0.3606398809523809
0.4445436507936508,0.3802827380952381,0.41049107142857133,0.3966765873015873,0.418328373015873
0.7321965367541831,0.7505245609794464,0.7426707019724752,0.7035756291317042,0.7276133329112904
0.7382166576502953,0.6676710760559705,0.6112673037596352,0.6152695847097688,0.6057257747365108
0.7015386293964403,0.7482465651461612,0.7455259949661791,0.7441553002835362,0.7533704347425729
0.7885526086089081,0.7775417151056834,0.7781910041552045,0.7530580846157683,0.7664981804195106
0.6599999999999999,0.6388888888888888,0.7,0.7655555555555557,0.6711111111111111
0.7388888888888889,0.5111111111111111,0.3611111111111112,0.3611111111111112,0.3611111111111112
0.6544444444444444,0.75,0.8,0.8266666666666665,0.75
0.7111111111111111,0.6777777777777778,0.6333333333333333,0.7500000000000001,0.7
0.5470833333333334,0.5845833333333333,0.4908333333333333,0.4158333333333333,0.53375
0.5887499999999999,0.37916666666666665,0.2791666666666667,0.3083333333333333,0.26666666666666666
0.3658333333333333,0.6575,0.5783333333333334,0.6179166666666667,0.6325000000000001
0.495,0.5137499999999999,0.6220833333333333,0.55125,0.5845833333333333
