Chi-squared,F ANOVA,PCA,Variance,Original
0.012123990058898923,0.015542030334472656,0.047420740127563484,0.011306834220886231,0.09440829753875732
3.918202424049378,1.2548723936080932,7.542010855674744,3.706874346733093,1.1461658239364625
0.3479971647262573,0.6948279857635498,0.2923660516738892,0.3175328254699707,0.9131626605987548
0.010507965087890623,0.011525297164916992,0.031057906150817875,0.009171414375305177,0.02046041488647461
0.010369396209716795,0.008658456802368162,0.024800753593444826,0.003348255157470703,0.06307194232940674
0.7064750671386719,0.5098188638687133,6.098401927947997,2.281118154525757,5.977827191352844
0.2349451541900635,0.19279386997222897,0.21487998962402344,0.16744427680969234,0.5408348798751831
0.006644988059997557,0.00745701789855957,0.01666269302368164,0.0038799047470092773,0.011132025718688964
0.00322277545928955,0.0025681257247924805,0.004597139358520508,0.0019756317138671874,0.0019463062286376952
0.17715809345245362,1.3349974632263184,0.9486222505569458,2.490756034851074,1.989804983139038
0.031499552726745615,0.009820508956909179,0.0389819860458374,0.00714700222015381,0.04248912334442138
0.0032357692718505853,0.003113293647766113,0.0032437562942504877,0.0013203859329223636,0.0015311956405639649
0.008657240867614746,0.009970259666442872,0.02257235050201416,0.009821486473083495,0.01803750991821289
1.74053213596344,2.892709231376648,2.569471073150635,3.089790272712708,0.18062162399291992
19.445470762252807,31.195042538642888,1.378030276298523,0.7536192655563354,0.6778534173965454
0.008173584938049316,0.006783580780029297,0.017698049545288086,0.00865952968597412,0.015273213386535645
0.002448749542236328,0.002500438690185547,0.004887509346008301,0.0020183324813842773,0.0036684989929199217
1.3924334287643432,0.9250582456588744,1.3043914079666137,1.7393349885940552,0.2173605918884277
0.0029239654541015625,0.004196357727050781,0.0065982818603515635,0.003766179084777832,0.004815840721130371
0.003976702690124512,0.002649831771850586,0.00566701889038086,0.0012152910232543946,0.0012324333190917966
0.0027286529541015623,0.0033211231231689447,0.006111598014831543,0.0021031856536865234,0.0029271602630615234
0.9393008708953856,0.11469075679779052,0.7677196979522705,0.4630470991134644,1.4367098331451416
0.0027817964553833014,0.0035681724548339844,0.006164717674255371,0.003103160858154297,0.005305576324462891
0.002932214736938477,0.0038720130920410155,0.005776643753051758,0.001408839225769043,0.0009298324584960938
0.034268856048583984,0.0529526948928833,0.2454695701599121,0.027364468574523924,0.2659357309341431
6.096123814582825,4.527331900596619,13.183205318450927,3.6801841497421264,5.721459364891052
5.1736322164535515,20.286076569557192,4.251655888557433,28.066495490074164,16.424299812316896
0.033529472351074216,0.029032301902771,0.20673651695251466,0.02469680309295654,0.08647913932800293
0.03521881103515625,0.026643300056457517,0.13496978282928468,0.015738749504089357,0.09786500930786132
4.53760416507721,4.414715075492858,7.697904491424562,1.2941746234893798,8.186465001106262
51.96274826526642,37.175568437576295,4.07987699508667,24.271239852905275,7.325675749778748
0.025911808013916016,0.023935508728027344,0.0325657844543457,0.03731141090393066,0.07447826862335205
0.004110288619995117,0.006856584548950195,0.006314492225646973,0.0046182870864868155,0.01178591251373291
0.146897554397583,0.931733512878418,1.599984049797058,1.7244802236557006,2.114922785758972
0.2155312538146973,0.09595284461975097,0.061165928840637214,0.07610523700714111,0.11613149642944336
0.00394589900970459,0.004188251495361328,0.0043274879455566405,0.0026767492294311524,0.0028804779052734376
0.0044147491455078115,0.005727601051330565,0.010212016105651856,0.006343531608581543,0.008095049858093261
1.8878015279769895,2.9542657136917114,2.328591418266297,1.0986807584762572,2.0321282148361206
0.059362053871154785,0.06440792083740235,0.07009849548339844,0.3763277530670166,0.12047119140625
0.004416179656982422,0.00385589599609375,0.005581021308898926,0.00300898551940918,0.0034062623977661128
0.003034329414367676,0.00338437557220459,0.005411767959594725,0.002593612670898437,0.012361717224121094
2.1398637294769287,0.05008354187011719,2.8686179399490355,0.9521462440490722,0.2739874839782715
0.9790406227111816,0.6422082424163819,0.3204540729522705,0.953904628753662,0.290493106842041
0.0029863834381103514,0.003502535820007325,0.004031562805175781,0.0018337488174438481,0.003059291839599609
0.005657649040222168,0.006078767776489258,0.010498976707458495,0.004848814010620118,0.013906145095825195
2.767244625091553,2.946957278251648,3.448388171195984,2.4384954929351808,2.803538966178894
0.12712888717651366,0.08863945007324217,0.06714990139007568,0.3153491020202637,0.13797540664672853
0.004026508331298829,0.004381299018859863,0.00476377010345459,0.0032700300216674805,0.003115057945251465
0.0037828922271728525,0.0023566484451293945,0.008386468887329102,0.0015884637832641602,0.00636448860168457
1.5566801071166991,0.8955268383026123,0.8156952142715455,0.5373409509658813,0.23010616302490236
0.1681671142578125,0.02189769744873047,0.010787749290466308,0.005173325538635254,0.016901564598083497
0.0024890661239624023,0.003545689582824707,0.007520413398742677,0.0016093969345092776,0.002035665512084961
0.004636979103088379,0.003394007682800293,0.006819891929626465,0.0028272390365600584,0.005523777008056641
1.9387110948562625,2.4432233333587647,0.044958972930908205,1.7568481206893918,0.9284464120864868
0.005915737152099611,0.008511090278625488,0.008980202674865722,0.005359339714050293,0.006641864776611328
0.006284546852111815,0.0036369085311889647,0.005227112770080565,0.0014702320098876956,0.0013639211654663086
0.007158946990966797,0.006830334663391113,0.04944000244140625,0.004009032249450682,0.027781248092651367
0.15060608386993407,3.196309351921081,5.5098860502243046,1.7677223920822145,4.118088364601134
2.4216383457183843,9.142953538894654,3.7545867204666137,9.941735792160037,17.586265397071838
0.029446339607238768,0.03156914710998535,0.013896489143371582,0.027431321144104005,0.04164896011352539
0.006813335418701172,0.010948371887207032,0.013823366165161131,0.004967713356018065,0.053848886489868165
4.238337898254395,3.94020426273346,4.7614170789718635,2.074872303009033,2.852014422416687
8.132327270507812,3.5698282003402717,1.9349287271499636,2.2912374258041384,0.7776976346969604
0.005297970771789551,0.005399513244628906,0.006172513961791993,0.00299835205078125,0.00733320713043213
0.012192249298095705,0.006384754180908203,0.018475103378295898,0.0052114248275756826,0.06256463527679443
1.4849119663238526,3.5063846826553347,1.5050508975982666,1.0772586107254027,6.350497245788574
0.2640995979309082,0.271596360206604,0.270464301109314,0.2339085578918457,0.5042695283889771
0.004625940322875975,0.005375099182128906,0.005688333511352539,0.0021262645721435553,0.006618547439575196
0.006367158889770508,0.006838488578796387,0.012228107452392578,0.008006834983825683,0.03359527587890625
0.9030291318893432,1.1899688959121704,3.709926295280456,2.01502857208252,1.5884132146835328
0.13464512825012204,0.148984694480896,0.12458317279815675,0.12801876068115234,0.26453442573547364
0.004477882385253906,0.004772114753723146,0.006062245368957521,0.0039910078048706055,0.0054454565048217786
0.024688196182250974,0.050290560722351066,0.10687158107757568,0.02925310134887695,0.23657455444335934
4.54410719871521,7.609969711303711,8.998335576057434,4.969148254394531,18.832581996917728
1.5949601650238037,0.84122314453125,0.7049000978469848,0.9154213428497314,2.163560676574707
0.017160320281982427,0.019773030281066896,0.06068618297576904,0.011899614334106443,0.03937795162200928
0.002871012687683105,0.003711175918579101,0.005432271957397461,0.0038591861724853525,0.007293128967285156
